id,Ingreso,Modelo,Serie,OS,PPU,Falla_Indicada,Estado,Salida,Solucion_Comentario,Estado_normalizado
137,2020-11-25,CVB45.BC,7407951,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
114,2020-11-25,CVB45.BC,7408072,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
776,2020-11-25,CVB45.BC,7408123,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-10,"Reconexion, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
150,2020-11-25,CVB45.BC,7408398,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
311,2020-11-26,CVB35.BC,7204528,S/O,,Barcode,Reparado,2021-01-04,Cambio Lector QR e Instalacion S.O MK,Reparado
171,2020-11-27,CVB35.BC,7204624,S/O,,Sin Sonido,Reparado,2020-12-14,Cambio de Parlante e Instalacion S.O MK,Reparado
73,2020-11-27,CVB45.BC,7400863,S/O,,Error 60,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
66,2020-11-27,CVB45.BC,7401161,S/O,,Mifare Test,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
74,2020-11-27,CVB45.BC,7401285,S/O,,No Enciende,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
75,2020-11-27,CVB45.BC,7403526,S/O,,Error 60,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
70,2020-11-27,CVB45.BC,7403705,S/O,,Problema USB,Reparado,2020-11-27,Cambio Procesador,Reparado
69,2020-11-27,CVB45.BC,7403854,S/O,,Error 60,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
76,2020-11-27,CVB45.BC,7404016,S/O,,Problema Software Sonda,Reparado,2020-11-27,Cambio Procesador,Reparado
77,2020-11-27,CVB45.BC,7404151,S/O,,Problema Software Sonda,Reparado,2020-11-27,Cambio Procesador,Reparado
71,2020-11-27,CVB45.BC,7404617,S/O,,Problema USB,Reparado,2020-11-27,Cambio Procesador,Reparado
72,2020-11-27,CVB45.BC,7404797,S/O,,Error 60,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
78,2020-11-27,CVB45.BC,7404818,S/O,,Pantalla en Negro,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
79,2020-11-27,CVB45.BC,7404904,S/O,,Mifare Test,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
80,2020-11-27,CVB45.BC,7405206,S/O,,Mifare Test,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
113,2020-11-27,CVB45.BC,7405572,S/O,,Problema USB,Reparado,2020-12-09,Cambio Procesador,Reparado
67,2020-11-27,CVB45.BC,7406550,S/O,,Error 60,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
68,2020-11-27,CVB45.BC,7407587,S/O,,Error 60,Reparado,2020-11-27,Reconexion e Instalacion S.O MK,Reparado
187,2020-11-27,CVB45.BC,7408127,S/O,,No Enciende,Reparado,2020-12-15,Reconexion e Instalacion S.O MK,Reparado
188,2020-11-27,CVB45.BC,7408329,S/O,,No Enciende,Reparado,2020-12-15,Reconexion e Instalacion S.O MK,Reparado
249,2020-11-28,CVB45.BC,7403631,S/O,,Mifare Test,Reparado,2020-12-22,Cambio Mifare e Instalacion S.O MK,Reparado
138,2020-11-28,CVB45.BC,7405571,S/O,,No Comunica,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
1257,2020-11-28,CVB45.BC,7407178,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-01,Cambio condensadores MK,Reparado / Garantía Lab
145,2020-11-28,CVB45.BC,7408098,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
271,2020-12-01,CVB45.BC,7401180,S/O,,Problema Red,Reparado,2020-12-28,Reconexion e Instalacion S.O MK,Reparado
140,2020-12-01,CVB45.BC,7401683,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
123,2020-12-01,CVB45.BC,7403526,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
111,2020-12-01,CVB45.BC,7404904,S/O,,Mifare Test,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
146,2020-12-01,CVB45.BC,7405206,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
162,2020-12-01,CVB45.BC,7406482,S/O,,Error 60,Reparado,2020-12-11,Instalacion S.O MK,Reparado
139,2020-12-01,CVB45.BC,7407950,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
152,2020-12-01,CVB45.BC,7408047,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
148,2020-12-01,CVB45.BC,7408055,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
170,2020-12-01,CVB45.BC,7408073,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
112,2020-12-01,CVB45.BC,7408074,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
160,2020-12-01,CVB45.BC,7408104,S/O,,No Enciende,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
158,2020-12-01,CVB45.BC,7408146,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
157,2020-12-01,CVB45.BC,7408180,S/O,,No Enciende,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
2310,2020-12-02,CVB35.BC,7204117,S/O,,Problema Software Sonda,Reparado/Garantía Lab,2021-08-24,"Cambio IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
88,2020-12-02,CVB35.BC,7204436,S/O,,Pantalla en Negro,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
229,2020-12-02,CVB35.BC,7204818,S/O,,No Enciende,Reparado,2020-12-21,Reconexion e Instalacion S.O MK,Reparado
1323,2020-12-02,CVB45.BC,7402964,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-09,Cambio condensadores MK,Reparado / Garantía Lab
122,2020-12-02,CVB45.BC,7405057,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
118,2020-12-02,CVB45.BC,7405252,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
167,2020-12-02,CVB45.BC,7406165,S/O,,No Enciende,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
119,2020-12-02,CVB45.BC,7408012,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
169,2020-12-02,CVB45.BC,7408152,S/O,,No Enciende,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
154,2020-12-02,CVB45.BC,7408290,S/O,,No Enciende,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
87,2020-12-03,CVB45.BC,7400883,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
83,2020-12-03,CVB45.BC,7401052,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
90,2020-12-03,CVB45.BC,7401208,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
91,2020-12-03,CVB45.BC,7401292,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
84,2020-12-03,CVB45.BC,7401319,S/O,,Error 60,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
95,2020-12-03,CVB45.BC,7401333,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
85,2020-12-03,CVB45.BC,7401485,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
89,2020-12-03,CVB45.BC,7402374,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
81,2020-12-03,CVB45.BC,7404739,S/O,,Problema Molex,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
86,2020-12-03,CVB45.BC,7404990,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
92,2020-12-03,CVB45.BC,7405422,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
94,2020-12-03,CVB45.BC,7406013,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
93,2020-12-03,CVB45.BC,7406560,S/O,,No Enciende,Reparado,2020-12-03,Reconexion e Instalacion S.O MK,Reparado
159,2020-12-03,CVB45.BC,7407206,S/O,,Problema Software Sonda,Reparado,2020-12-11,Instalacion S.O MK,Reparado
263,2020-12-03,CVB45.BC,7407268,S/O,,No Enciende,Reparado,2020-12-28,Reconexion e Instalacion S.O MK,Reparado
117,2020-12-03,CVB45.BC,7407965,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
173,2020-12-03,CVB45.BC,7408038,S/O,,Falla Molex,Reparado,2020-12-14,Reconexion e Instalacion S.O MK,Reparado
120,2020-12-03,CVB45.BC,7408137,S/O,,No Enciende,Reparado,2020-12-09,Reconexion e Instalacion S.O MK,Reparado
164,2020-12-03,CVB45.BC,7408257,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
226,2020-12-03,CVB45.BC,7408280,S/O,,No Enciende,Reparado,2020-12-21,Reconexion e Instalacion S.O MK,Reparado
165,2020-12-03,CVB45.BC,7408287,S/O,,No Enciende,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
172,2020-12-03,CVB45.BC,7408416,S/O,,No Enciende,Reparado,2020-12-14,Reconexion e Instalacion S.O MK,Reparado
82,2020-12-04,CVB35.BC,7203735,S/O,,Problema Software Sonda,Reparado,2020-12-03,Cambio Procesador,Reparado
96,2020-12-04,CVB35.BC,7204371,S/O,,Problema Hardware,Reparado,2020-12-04,Cambio Motherboard,Reparado
183,2020-12-04,CVB45.BC,7400719,S/O,,No Comunica,Reparado,2020-12-15,Reconexion e Instalacion S.O MK,Reparado
110,2020-12-04,CVB45.BC,7400762,S/O,,Intermitente,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
105,2020-12-04,CVB45.BC,7401132,S/O,,Error 60,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
107,2020-12-04,CVB45.BC,7401277,S/O,,Error 60,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
98,2020-12-04,CVB45.BC,7401309,S/O,,Problema Software Sonda,Reparado,2020-12-04,Cambio Procesador,Reparado
227,2020-12-04,CVB45.BC,7401591,S/O,,Mifare Test,Reparado,2020-12-21,Cambio Mifare e Instalacion S.O MK,Reparado
108,2020-12-04,CVB45.BC,7403317,S/O,,Mifare Test,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
109,2020-12-04,CVB45.BC,7403468,S/O,,Mifare Test,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
103,2020-12-04,CVB45.BC,7403703,S/O,,Error 60,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
99,2020-12-04,CVB45.BC,7403960,S/O,,Error 60,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
104,2020-12-04,CVB45.BC,7404150,S/O,,Problema Software Sonda,Reparado,2020-12-04,Cambio Procesador,Reparado
106,2020-12-04,CVB45.BC,7404207,S/O,,Error 60,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
102,2020-12-04,CVB45.BC,7405561,S/O,,No Enciende,Reparado,2020-12-04,Reconexion e Instalacion S.O MK,Reparado
182,2020-12-04,CVB45.BC,7408229,S/O,,No Comunica,Reparado,2020-12-15,Reconexion e Instalacion S.O MK,Reparado
97,2020-12-05,CVB35.BC,7203368,S/O,,Problema Software Sonda,Reparado,2020-12-04,Cambio Procesador,Reparado
100,2020-12-05,CVB35.BC,7203740,S/O,,Problema Software Sonda,Reparado,2020-12-04,Cambio Procesador,Reparado
368,2020-12-05,CVB45.BC,7403110,S/O,,Error 60,Reparado/Garantía Lab,2021-01-12,Reconexion IDE e Instalacion S.O MK,Reparado / Garantía Lab
370,2020-12-05,CVB45.BC,7403238,S/O,,Error 60,Reparado,2021-01-12,Reconexion IDE e Instalacion S.O MK,Reparado
369,2020-12-05,CVB45.BC,7403468,S/O,,Error 60,Reparado/Garantía Lab,2021-01-12,Reconexion IDE e Instalacion S.O MK,Reparado / Garantía Lab
101,2020-12-06,CVB35.BC,7204534,S/O,,Problema Software Sonda,Reparado,2020-12-04,Cambio Procesador,Reparado
242,2020-12-07,CVB45.BC,7403317,S/O,,Mifare Test,Reparado,2020-12-22,Cambio Mifare e Instalacion S.O MK,Reparado
362,2020-12-07,CVB45.BC,7403703,S/O,,Error 60,Reparado/Garantía Lab,2021-01-11,Reconexion IDE e Instalacion S.O MK,Reparado / Garantía Lab
195,2020-12-07,CVB45.BC,7405422,S/O,,No Comunica,Reparado,2020-12-16,Reconexion e Instalacion S.O MK,Reparado
1326,2020-12-07,CVB45.BC,7406560,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-09,Cambio condensadores MK,Reparado / Garantía Lab
306,2020-12-09,CVB35.BC,7204787,S/O,,Barcode,Reparado,2021-01-04,Cambio Lector QR e Instalacion S.O MK,Reparado
1345,2020-12-09,CVB35.BC,7204844,S/O,,Problema Software Sonda,Reparado,2021-04-13,"Cambio Procesador y IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O MK",Reparado
149,2020-12-09,CVB45.BC,7400863,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
345,2020-12-09,CVB45.BC,7401132,S/O,,Error 60,Reparado,2021-01-08,Reconexion e Instalacion S.O MK,Reparado
161,2020-12-09,CVB45.BC,7401285,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
371,2020-12-09,CVB45.BC,7401309,S/O,,Error 60,Reparado/Garantía Lab,2021-01-12,Reconexion IDE e Instalacion S.O MK,Reparado / Garantía Lab
156,2020-12-09,CVB45.BC,7402662,S/O,,Falla Molex,Reparado,2020-12-11,Reconexion e Instalacion S.O MK,Reparado
258,2020-12-09,CVB45.BC,7405361,S/O,,Falla Memoria,Reparado,2020-12-24,Cambio de Memoria e Instalacion S.O MK,Reparado
372,2020-12-09,CVB45.BC,7408031,S/O,,Error 60,Reparado,2021-01-12,Reconexion IDE e Instalacion S.O MK,Reparado
373,2020-12-09,CVB45.BC,7408430,S/O,,Error 60,Reparado,2021-01-12,Reconexion IDE e Instalacion S.O MK,Reparado
202,2020-12-10,CVB45.BC,7408393,S/O,,No Enciende,Reparado,2020-12-17,Reconexion e Instalacion S.O MK,Reparado
233,2020-12-11,CVB35.BC,7204810,S/O,,Problema USB,Reparado,2020-12-22,Reconexion e Instalacion S.O MK,Reparado
280,2020-12-11,CVB45.BC,7400634,S/O,,Barcode,Reparado,2020-12-29,Cambio Lector QR e Instalacion S.O MK,Reparado
979,2020-12-11,CVB45.BC,7400719,S/O,,Falla Molex,Reparado,2021-02-24,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado
968,2020-12-11,CVB45.BC,7402366,S/O,,Falla Molex,Reparado,2021-02-23,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado
1324,2020-12-11,CVB45.BC,7403066,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-09,Cambio condensadores MK,Reparado / Garantía Lab
1302,2020-12-11,CVB45.BC,7404141,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-07,Cambio condensadores MK,Reparado / Garantía Lab
259,2020-12-11,CVB45.BC,7404904,S/O,,Mifare Test,Reparado,2020-12-24,Cambio Mifare e Instalacion S.O MK,Reparado
252,2020-12-11,CVB45.BC,7407296,S/O,,Mifare Test,Reparado,2020-12-24,Cambio Mifare e Instalacion S.O MK,Reparado
1327,2020-12-11,CVB45.BC,7407369,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-09,Cambio condensadores MK,Reparado / Garantía Lab
247,2020-12-11,CVB45.BC,7407395,S/O,,Mifare Test,Reparado,2020-12-22,Cambio Mifare e Instalacion S.O MK,Reparado
1113,2020-12-11,CVB45.BC,7407519,S/O,,No enciende,Reparado,2021-03-09,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado
239,2020-12-11,CVB45.BC,7407957,S/O,,No Enciende,Reparado,2020-12-22,Reconexion e Instalacion S.O MK,Reparado
225,2020-12-11,CVB45.BC,7408095,S/O,,No Enciende,Reparado,2020-12-21,Reconexion e Instalacion S.O MK,Reparado
269,2020-12-11,CVB45.BC,7408155,S/O,,Problema USB,Reparado,2020-12-28,Cambio USB e Instalacion S.O MK,Reparado
977,2020-12-11,CVB45.BC,7408229,S/O,,Falla Molex,Reparado,2021-02-24,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado
283,2020-12-11,CVB45.BC,7408415,S/O,,No Enciende,Reparado,2020-12-30,Reconexion e Instalacion S.O MK,Reparado
272,2020-12-12,CVB35.BC,7203368,S/O,,Barcode,Reparado,2020-12-29,Cambio Lector QR e Instalacion S.O MK,Reparado
6513,2020-12-13,CVB35.BC,7204754,S/O,,"Carcasa Frontal, Front Mask, Placa Madre y Display",POD Reparado,2022-12-12,"Cambio de Carcasa Frontal, Front Mask, Placa Madre y Display",POD Reparado
754,2020-12-14,CVB45.BC,7400863,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-09,"Reconexion, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
972,2020-12-14,CVB45.BC,7402662,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-23,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
303,2020-12-14,CVB45.BC,7402751,S/O,,Barcode,Reparado,2021-01-04,Cambio Lector QR e Instalacion S.O MK,Reparado
1315,2020-12-14,CVB45.BC,7403275,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-08,Cambio condensadores MK,Reparado / Garantía Lab
640,2020-12-14,CVB45.BC,7404823,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-03,"Cambio Cable IDE, e Instalacion S.O MK",Reparado / Garantía Lab
680,2020-12-14,CVB45.BC,7405206,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-04,"Cambio Cable IDE, e Instalacion S.O MK",Reparado / Garantía Lab
418,2020-12-14,CVB45.BC,7405884,S/O,,Error 60,Reparado/Garantía Lab,2021-01-14,Reconexion IDE e Instalacion S.O MK,Reparado / Garantía Lab
417,2020-12-14,CVB45.BC,7406482,S/O,,Error 60,Reparado,2021-01-13,Reconexion IDE e Instalacion S.O MK,Reparado
725,2020-12-14,CVB45.BC,7407561,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-08,"Reconexion, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
966,2020-12-14,CVB45.BC,7408055,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-23,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
955,2020-12-14,CVB45.BC,7408098,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-22,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
635,2020-12-14,CVB45.BC,7408146,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-03,"Cambio Cable IDE, e Instalacion S.O MK",Reparado / Garantía Lab
967,2020-12-14,CVB45.BC,7408165,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-23,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
684,2020-12-14,CVB45.BC,7408178,S/O,,Falla Molex,Reparado,2021-02-04,"Cambio Cable IDE, e Instalacion S.O MK",Reparado
683,2020-12-14,CVB45.BC,7408180,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-04,"Cambio Cable IDE, e Instalacion S.O MK",Reparado / Garantía Lab
728,2020-12-14,CVB45.BC,7408213,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-08,"Reconexion, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
732,2020-12-14,CVB45.BC,7408257,S/O,,Falla Molex,Reparado,2021-02-08,"Reconexion, Pruebas Soft MK e Instalacion S.O MK",Reparado
248,2020-12-15,CVB45.BC,7401757,S/O,,No Enciende,Reparado,2020-12-22,Reconexion e Instalacion S.O MK,Reparado
450,2020-12-15,CVB45.BC,7403644,S/O,,Problema Software Sonda,Reparado,2021-01-18,Reconexion IDE e Instalacion S.O MK,Reparado
287,2020-12-15,CVB45.BC,7403887,S/O,,No Enciende,Reparado,2020-12-30,Reconexion e Instalacion S.O MK,Reparado
1337,2020-12-15,CVB45.BC,7407196,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-12,Cambio condensadores MK,Reparado / Garantía Lab
474,2020-12-15,CVB45.BC,7407686,S/O,,No se puede formatear,Reparado,2021-01-20,Instalacion S.O MK,Reparado
223,2020-12-15,CVB45.BC,7408175,S/O,,No Enciende,Reparado,2020-12-21,Reconexion e Instalacion S.O MK,Reparado
284,2020-12-15,CVB45.BC,7408408,S/O,,No Enciende,Reparado,2020-12-30,Reconexion e Instalacion S.O MK,Reparado
409,2020-12-15,CVB45.BC,7408414,S/O,,Error 60,Reparado,2021-01-13,Reconexion IDE e Instalacion S.O MK,Reparado
244,2020-12-16,CVB45.BC,7401900,S/O,,No Enciende,Reparado,2020-12-22,Reconexion e Instalacion S.O MK,Reparado
246,2020-12-16,CVB45.BC,7405545,S/O,,No Enciende,Reparado,2020-12-22,Reconexion e Instalacion S.O MK,Reparado
1325,2020-12-16,CVB45.BC,7407237,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-09,Cambio condensadores MK,Reparado / Garantía Lab
1291,2020-12-16,CVB45.BC,7407282,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-06,Cambio condensadores MK,Reparado / Garantía Lab
245,2020-12-16,CVB45.BC,7407320,S/O,,No Enciende,Reparado,2020-12-22,Reconexion e Instalacion S.O MK,Reparado
224,2020-12-16,CVB45.BC,7407542,S/O,,No Enciende,Reparado,2020-12-21,Reconexion e Instalacion S.O MK,Reparado
218,2020-12-16,CVB45.BC,7407677,S/O,,No Enciende,Reparado,2020-12-18,Reconexion e Instalacion S.O MK,Reparado
222,2020-12-16,CVB45.BC,7408135,S/O,,No Enciende,Reparado,2020-12-21,Reconexion e Instalacion S.O MK,Reparado
213,2020-12-16,CVB45.BC,7408319,S/O,,No Enciende,Reparado,2020-12-18,Reconexion e Instalacion S.O MK,Reparado
695,2020-12-17,CVB45.BC,7404697,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-05,Reconexion e Instalacion S.O MK,Reparado / Garantía Lab
281,2020-12-17,CVB45.BC,7407622,S/O,,Barcode,Reparado,2020-12-29,Cambio Lector QR e Instalacion S.O MK,Reparado
980,2020-12-17,CVB45.BC,7407665,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-24,"Cambio IDE, Pruebas Soft MK e Instalacion S.O MK",Reparado / Garantía Lab
699,2020-12-17,CVB45.BC,7408045,S/O,,No enciende,Reparado,2021-02-05,Reconexion e Instalacion S.O MK,Reparado
234,2020-12-17,CVB45.BC,7408145,S/O,,Problema Comunicación,Reparado,2020-12-22,Instalacion S.O MK,Reparado
447,2020-12-18,CVB35.BC,7204069,S/O,,Fecha Erronea,Reparado/Garantía Lab,2021-01-18,"Cambio Pila, Configuracion e Instalacion S.O MK",Reparado / Garantía Lab
241,2020-12-18,CVB35.BC,7204471,S/O,,No Enciende,Reparado,2020-12-22,Reconexion e Instalacion S.O MK,Reparado
446,2020-12-18,CVB45.BC,7401024,S/O,,Barcode,Reparado,2021-01-18,Cambio Lector QR e Instalacion S.O MK,Reparado
274,2020-12-18,CVB45.BC,7401044,S/O,,Barcode,Reparado,2020-12-29,Cambio Lector QR e Instalacion S.O MK,Reparado
331,2020-12-18,CVB45.BC,7401258,S/O,,Barcode,Reparado,2021-01-06,Cambio Lector QR e Instalacion S.O MK,Reparado
414,2020-12-18,CVB45.BC,7402332,S/O,,Error 60,Reparado/Garantía Lab,2021-01-13,Reconexion IDE e Instalacion S.O MK,Reparado / Garantía Lab
1294,2020-12-18,CVB45.BC,7403025,S/O,,PCB MBB,Reparado / Garantia MK,2021-04-06,Cambio condensadores MK,Reparado / Garantía Lab
266,2020-12-18,CVB45.BC,7404220,S/O,,No Enciende,Reparado,2020-12-28,Reconexion e Instalacion S.O MK,Reparado
276,2020-12-18,CVB45.BC,7404668,S/O,,Barcode,Reparado,2020-12-29,Cambio Lector QR e Instalacion S.O MK,Reparado
267,2020-12-18,CVB45.BC,7405018,S/O,,Display Blanco/Negro,Reparado,2020-12-28,Cambio de Display e Instalacion S.O MK,Reparado
643,2020-12-18,CVB45.BC,7405295,S/O,,Falla Molex,Reparado/Garantía Lab,2021-02-03,"Cambio Cable IDE, e Instalacion S.O MK",Reparado / Garantía Lab
355,2020-12-18,CVB45.BC,7405884,S/O,,Error 60,Reparado/Garantía Lab,2021-01-11,Reconexion IDE e Instalacion S.O MK,Reparado / Garantía Lab
256,2020-12-18,CVB45.BC,7406417,S/O,,Display Blanco/Negro,Reparado,2020-12-24,Cambio de Flex e Instalacion S.O MK,Reparado
277,2020-12-18,CVB45.BC,7407206,S/O,,Barcode,Reparado,2020-12-29,Cambio Lector QR e Instalacion S.O MK,Reparado
268,2020-12-18,CVB45.BC,7407383,S/O,,No Enciende,Reparado,2020-12-28,Reconexion e Instalacion S.O MK,Reparado
264,2020-12-18,CVB45.BC,7407455,S/O,,No Enciende,Reparado,2020-12-28,Reconexion e Instalacion S.O MK,Reparado
254,2020-12-18,CVB45.BC,7407624,S/O,,No Enciende,Reparado,2020-12-24,Reconexion e Instalacion S.O MK,Reparado
257,2020-12-18,CVB45.BC,7408038,S/O,,No Enciende,Reparado,2020-12-24,Reconexion e Instalacion S.O MK,Reparado
